sigla_uf,cod_uf,cod_mun,nom_mun, pop 
SP,35,13900,Divinolândia,11137
SP,35,14007,Dobrada,8765
SP,35,14106,Dois Córregos,24170
SP,35,14205,Dolcinópolis,2511
SP,35,14304,Dourado,8233
SP,35,14403,Dracena,45248
SP,35,14502,Duartina,12329
SP,35,14601,Dumont,9476
SP,35,14700,Echaporã,6157
SP,35,14809,Eldorado,13402
SP,35,14908,Elias Fausto,17832
SP,35,14924,Elisiário,3141
SP,35,14957,Embaúba,2331
SP,35,15004,Embu das Artes,277249
SP,35,15103,Embu-Guaçu,63129
SP,35,15129,Emilianópolis,3002
SP,35,15152,Engenheiro Coelho,20119
SP,35,15186,Espírito Santo do Pinhal,39700
SP,35,15194,Espírito Santo do Turvo,4095
SP,35,15202,Estrela d'Oeste,9405
SP,35,15301,Estrela do Norte,2596
SP,35,15350,Euclides da Cunha Paulista,7831
SP,35,15400,Fartura,16782
SP,35,15509,Fernandópolis,71826
SP,35,15608,Fernando Prestes,5925
SP,35,15657,Fernão,1660
SP,35,15707,Ferraz de Vasconcelos,187253
SP,35,15806,Flora Rica,1487
SP,35,15905,Floreal,2735
SP,35,16002,Flórida Paulista,13009
SP,35,16101,Florínea,3860
SP,35,16200,Franca,370378
SP,35,16309,Francisco Morato,182265
SP,35,16408,Franco da Rocha,159367
SP,35,16507,Gabriel Monteiro,2760
SP,35,16606,Gália,6054
SP,35,16705,Garça,41395
SP,35,16804,Gastão Vidigal,3234
SP,35,16853,Gavião Peixoto,4688
SP,35,16903,General Salgado,10301
SP,35,17000,Getulina,10011
SP,35,17109,Glicério,4132
SP,35,17208,Guaiçara,11214
SP,35,17307,Guaimbê,5439
SP,35,17406,Guaíra,39351
SP,35,17505,Guapiaçu,21664
SP,35,17604,Guapiara,16579
SP,35,17703,Guará,18607
SP,35,17802,Guaraçaí,7344
SP,35,17901,Guaraci,10347
SP,35,18008,Guarani d'Oeste,1948
SP,35,18107,Guarantã,6427
SP,35,18206,Guararapes,31017
SP,35,18305,Guararema,32579
SP,35,18404,Guaratinguetá,116847
SP,35,18503,Guareí,15027
SP,35,18602,Guariba,37022
SP,35,18701,Guarujá,311116
SP,35,18800,Guarulhos,1383272
SP,35,18859,Guatapará,7435
SP,35,18909,Guzolândia,4238
SP,35,19006,Herculândia,9109
SP,35,19055,Holambra,16194
SP,35,19071,Hortolândia,246449
SP,35,19105,Iacanga,10104
SP,35,19204,Iacri,6144
SP,35,19253,Iaras,8009
SP,35,19303,Ibaté,32068
SP,35,19402,Ibirá,11155
SP,35,19501,Ibirarema,6321
SP,35,19600,Ibitinga,59371
SP,35,19709,Ibiúna,84820
SP,35,19808,Icém,7700
SP,35,19907,Iepê,7596
SP,35,20004,Igaraçu do Tietê,22743
SP,35,20103,Igarapava,25926
SP,35,20202,Igaratá,11703
SP,35,20301,Iguape,30054
SP,35,20400,Ilhabela,38239
SP,35,20426,Ilha Comprida,13447
SP,35,20442,Ilha Solteira,25564
SP,35,20509,Indaiatuba,266593
SP,35,20608,Indiana,5094
SP,35,20707,Indiaporã,4087
SP,35,20806,Inúbia Paulista,3611
SP,35,20905,Ipaussu,14464
SP,35,21002,Iperó,40132
SP,35,21101,Ipeúna,7538
SP,35,21150,Ipiguá,6551
SP,35,21200,Iporanga,4053
SP,35,21309,Ipuã,14463
SP,35,21408,Iracemápolis,21768
SP,35,21507,Irapuã,6927
SP,35,21606,Irapuru,7065
SP,35,21705,Itaberá,17971
SP,35,21804,Itaí,24856
SP,35,21903,Itajobi,16824
SP,35,22000,Itaju,3652
SP,35,22109,Itanhaém,107927
SP,35,22158,Itaoca,3407
SP,35,22208,Itapecerica da Serra,172898
SP,35,22307,Itapetininga,166959
SP,35,22406,Itapeva,95528
SP,35,22505,Itapevi,239084
SP,35,22604,Itapira,70438
SP,35,22653,Itapirapuã Paulista,4339
SP,35,22703,Itápolis,39533
SP,35,22802,Itaporanga,14058
SP,35,22901,Itapuí,13655
SP,35,23008,Itapura,3945
SP,35,23107,Itaquaquecetuba,392218
SP,35,23206,Itararé,44490
SP,35,23305,Itariri,15225
SP,35,23404,Itatiba,116275
SP,35,23503,Itatinga,19219
SP,35,23602,Itirapina,16157
SP,35,23701,Itirapuã,5793
SP,35,23800,Itobi,8044
SP,35,23909,Itu,176548
SP,35,24006,Itupeva,72711
SP,35,24105,Ituverava,37375
SP,35,24204,Jaborandi,6223
SP,35,24303,Jaboticabal,72001
SP,35,24402,Jacareí,251591
SP,35,24501,Jaci,7618
SP,35,24600,Jacupiranga,16850
SP,35,24709,Jaguariúna,60816
SP,35,24808,Jales,48766
SP,35,24907,Jambeiro,6421
SP,35,25003,Jandira,127476
SP,35,25102,Jardinópolis,45328
SP,35,25201,Jarinu,40302
SP,35,25300,Jaú,132351
SP,35,25409,Jeriquara,3785
SP,35,25508,Joanópolis,12820
SP,35,25607,João Ramalho,4381
SP,35,25706,José Bonifácio,36502
SP,35,25805,Júlio Mesquita,4254
SP,35,25854,Jumirim,3052
SP,35,25904,Jundiaí,459789
SP,35,26001,Junqueirópolis,20395
SP,35,26100,Juquiá,19390
SP,35,26209,Juquitiba,26372
SP,35,26308,Lagoinha,5071
SP,35,26407,Laranjal Paulista,28981
SP,35,26506,Lavínia,9596
SP,35,26605,Lavrinhas,7258
SP,35,26704,Leme,97516
SP,35,26803,Lençóis Paulista,65696
SP,35,26902,Limeira,305169
SP,35,27009,Lindóia,6994
SP,35,27108,Lins,74068
SP,35,27207,Lorena,84988
SP,35,27256,Lourdes,1926
SP,35,27306,Louveira,53526
SP,35,27405,Lucélia,20046
SP,35,27504,Lucianópolis,2361
SP,35,27603,Luís Antônio,13680
SP,35,27702,Luiziânia,4711
SP,35,27801,Lupércio,3935
SP,35,27900,Lutécia,2555
SP,35,28007,Macatuba,16489
SP,35,28106,Macaubal,7460
SP,35,28205,Macedônia,3961
SP,35,28304,Magda,3159
SP,35,28403,Mairinque,48097
SP,35,28502,Mairiporã,113573
SP,35,28601,Manduri,9852
SP,35,28700,Marabá Paulista,4531
SP,35,28809,Maracaí,12700
SP,35,28858,Marapoama,3295
SP,35,28908,Mariápolis,3450
SP,35,29005,Marília,238605
SP,35,29104,Marinópolis,1889
SP,35,29203,Martinópolis,24896
SP,35,29302,Matão,77149
SP,35,29401,Mauá,383280
SP,35,29500,Mendonça,6170
SP,35,29609,Meridiano,4545
SP,35,29658,Mesópolis,1930
SP,35,29708,Miguelópolis,19119
SP,35,29807,Mineiros do Tietê,11233
SP,35,29906,Miracatu,20234
SP,35,30003,Mira Estrela,3075
SP,35,30102,Mirandópolis,27936
SP,35,30201,Mirante do Paranapanema,15482
SP,35,30300,Mirassol,63555
SP,35,30409,Mirassolândia,4605
SP,35,30508,Mococa,65469
SP,35,30607,Mogi das Cruzes,471602
SP,35,30706,Mogi Guaçu,154487
SP,35,30805,Mogi Mirim,90997
SP,35,30904,Mombuca,3724
SP,35,31001,Monções,1948
SP,35,31100,Mongaguá,61062
SP,35,31209,Monte Alegre do Sul,8057
SP,35,31308,Monte Alto,47478
SP,35,31407,Monte Aprazível,21470
SP,35,31506,Monte Azul Paulista,18152
SP,35,31605,Monte Castelo,4219
SP,35,31704,Monteiro Lobato,4127
SP,35,31803,Monte Mor,68781
SP,35,31902,Morro Agudo,26806
SP,35,32009,Morungaba,14590
SP,35,32058,Motuca,4034
SP,35,32108,Murutinga do Sul,3675
SP,35,32157,Nantes,2627
SP,35,32207,Narandiba,5703
SP,35,32306,Natividade da Serra,6963
SP,35,32405,Nazaré Paulista,21214
SP,35,32504,Neves Paulista,9719
SP,35,32603,Nhandeara,9670
SP,35,32702,Nipoã,4756
SP,35,32801,Nova Aliança,6712
SP,35,32827,Nova Campina,8445
SP,35,32843,Nova Canaã Paulista,2031
SP,35,32868,Nova Castilho,1059
SP,35,32900,Nova Europa,9638
SP,35,33007,Nova Granada,19358
SP,35,33106,Nova Guataporanga,2151
SP,35,33205,Nova Independência,4619
SP,35,33254,Novais,4410
SP,35,33304,Nova Luzitânia,2837
SP,35,33403,Nova Odessa,61935
SP,35,33502,Novo Horizonte,38539
SP,35,33601,Nuporanga,7370
SP,35,33700,Ocauçu,4329
SP,35,33809,Óleo,2508
SP,35,33908,Olímpia,56037
SP,35,34005,Onda Verde,4770
SP,35,34104,Oriente,6073
SP,35,34203,Orindiúva,6022
SP,35,34302,Orlândia,37916
SP,35,34401,Osasco,777048
SP,35,34500,Oscar Bressane,2475
SP,35,34609,Osvaldo Cruz,31222
SP,35,34708,Ourinhos,108678
SP,35,34757,Ouroeste,10288
SP,35,34807,Ouro Verde,7766
SP,35,34906,Pacaembu,12682
SP,35,35002,Palestina,11259
SP,35,35101,Palmares Paulista,9475
SP,35,35200,Palmeira d'Oeste,8904
SP,35,35309,Palmital,19559
SP,35,35408,Panorama,14942
SP,35,35507,Paraguaçu Paulista,41062
SP,35,35606,Paraibuna,18107
SP,35,35705,Paraíso,6099
SP,35,35804,Paranapanema,19412
SP,35,35903,Paranapuã,4044
SP,35,36000,Parapuã,10577
SP,35,36109,Pardinho,7107
SP,35,36208,Pariquera-Açu,19260
SP,35,36257,Parisi,2895
SP,35,36307,Patrocínio Paulista,14527
SP,35,36406,Paulicéia,7944
SP,35,36505,Paulínia,115870
SP,35,36570,Paulistânia,2098
SP,35,36604,Paulo de Faria,7416
SP,35,36703,Pederneiras,43897
SP,35,36802,Pedra Bela,6558
SP,35,36901,Pedranópolis,2774
SP,35,37008,Pedregulho,15580
SP,35,37107,Pedreira,43084
SP,35,37156,Pedrinhas Paulista,2790
SP,35,37206,Pedro de Toledo,11387
SP,35,37305,Penápolis,62093
SP,35,37404,Pereira Barreto,23871
SP,35,37503,Pereiras,9520
SP,35,37602,Peruíbe,69321
SP,35,37701,Piacatu,5511
SP,35,37800,Piedade,51542
SP,35,37909,Pilar do Sul,29785
SP,35,38006,Pindamonhangaba,164932
SP,35,38105,Pindorama,14590
SP,35,38204,Pinhalzinho,14971
SP,35,38303,Piquerobi,3267
SP,35,38501,Piquete,12597
SP,35,38600,Piracaia,29876
SP,35,38709,Piracicaba,434432
SP,35,38808,Piraju,29027
SP,35,38907,Pirajuí,22451
SP,35,39004,Pirangi,10885
SP,35,39103,Pirapora do Bom Jesus,20578
SP,35,39202,Pirapozinho,25376
SP,35,39301,Pirassununga,73436
SP,35,39400,Piratininga,15120
SP,35,39509,Pitangueiras,33731
SP,35,39608,Planalto,4392
SP,35,39707,Platina,2990
SP,35,39806,Poá,109450
SP,35,39905,Poloni,5592
SP,35,40002,Pompéia,20171
SP,35,40101,Pongaí,3395
SP,35,40200,Pontal,37526
SP,35,40259,Pontalinda,4129
SP,35,40309,Pontes Gestal,2332
SP,35,40408,Populina,4154
SP,35,40507,Porangaba,9634
SP,35,40606,Porto Feliz,59306
SP,35,40705,Porto Ferreira,52551
SP,35,40754,Potim,20342
SP,35,40804,Potirendaba,20227
SP,35,40853,Pracinha,2581
SP,35,40903,Pradópolis,17035
SP,35,41000,Praia Grande,344834
SP,35,41059,Pratânia,5127
SP,35,41109,Presidente Alves,3819
SP,35,41208,Presidente Bernardes,14371
SP,35,41307,Presidente Epitácio,38992
SP,35,41406,Presidente Prudente,226692
SP,35,41505,Presidente Venceslau,35039
SP,35,41604,Promissão,35142
SP,35,41653,Quadra,3341
SP,35,41703,Quatá,12849
SP,35,41802,Queiroz,3274
SP,35,41901,Queluz,9387
SP,35,42008,Quintana,7043
SP,35,42107,Rafard,9333
SP,35,42206,Rancharia,28569
SP,35,42305,Redenção da Serra,3726
SP,35,42404,Regente Feijó,20151
SP,35,42503,Reginópolis,7632
SP,35,42602,Registro,63034
SP,35,42701,Restinga,6440
SP,35,42800,Ribeira,3085
SP,35,42909,Ribeirão Bonito,11004
SP,35,43006,Ribeirão Branco,18494
SP,35,43105,Ribeirão Corrente,4638
SP,35,43204,Ribeirão do Sul,4667
SP,35,43238,Ribeirão dos Índios,1999
SP,35,43253,Ribeirão Grande,7348
SP,35,43303,Ribeirão Pires,116174
SP,35,43402,Ribeirão Preto,702739
SP,35,43501,Riversul,5604
SP,35,43600,Rifaina,3958
SP,35,43709,Rincão,8731
SP,35,43808,Rinópolis,9251
SP,35,43907,Rio Claro,206950
SP,35,44004,Rio das Pedras,31503
SP,35,44103,Rio Grande da Serra,45183
SP,35,44202,Riolândia,10358
SP,35,44251,Rosana,17237
SP,35,44301,Roseira,10787
SP,35,44400,Rubiácea,2680
SP,35,44509,Rubinéia,3837
SP,35,44608,Sabino,5112
SP,35,44707,Sagres,2467
SP,35,44806,Sales,6468
SP,35,44905,Sales Oliveira,11420
SP,35,45001,Salesópolis,15289
SP,35,45100,Salmourão,4758
SP,35,45159,Saltinho,8353
SP,35,45209,Salto,141988
SP,35,45308,Salto de Pirapora,44921
SP,35,45407,Salto Grande,9051
SP,35,45506,Sandovalina,3657
SP,35,45605,Santa Adélia,14018
SP,35,45704,Santa Albertina,6388
SP,35,45803,Santa Bárbara d'Oeste,183447
SP,35,46009,Santa Branca,13441
SP,35,46108,Santa Clara d'Oeste,2596
SP,35,46207,Santa Cruz da Conceição,4179
SP,35,46256,Santa Cruz da Esperança,2129
SP,35,46306,Santa Cruz das Palmeiras,28861
SP,35,46405,Santa Cruz do Rio Pardo,46105
SP,35,46504,Santa Ernestina,6123
SP,35,46603,Santa Fé do Sul,34762
SP,35,46702,Santa Gertrudes,23721
SP,35,46801,Santa Isabel,56635
SP,35,46900,Santa Lúcia,7004
SP,35,47007,Santa Maria da Serra,5753
SP,35,47106,Santa Mercedes,2952
SP,35,47205,Santana da Ponte Pensa,1669
SP,35,47304,Santana de Parnaíba,163348
SP,35,47403,Santa Rita d'Oeste,2736
SP,35,47502,Santa Rita do Passa Quatro,24858
SP,35,47601,Santa Rosa de Viterbo,23783
SP,35,47650,Santa Salete,1644
SP,35,47700,Santo Anastácio,17875
SP,35,47809,Santo André,776640
SP,35,47908,Santo Antônio da Alegria,6775
SP,35,48005,Santo Antônio de Posse,23102
SP,35,48054,Santo Antônio do Aracanguá,8322
SP,35,48104,Santo Antônio do Jardim,6114
SP,35,48203,Santo Antônio do Pinhal,7071
SP,35,48302,Santo Expedito,3004
SP,35,48401,Santópolis do Aguapeí,3899
SP,35,48500,Santos,414029
SP,35,48609,São Bento do Sapucaí,11427
SP,35,48708,São Bernardo do Campo,832347
SP,35,48807,São Caetano do Sul,166847
SP,35,48906,São Carlos,256898
SP,35,49003,São Francisco,2602
SP,35,49102,São João da Boa Vista,92319
SP,35,49201,São João das Duas Pontes,2569
SP,35,49250,São João de Iracema,1843
SP,35,49300,São João do Pau d'Alho,2226
SP,35,49409,São Joaquim da Barra,48058
SP,35,49508,São José da Bela Vista,7642
SP,35,49607,São José do Barreiro,4313
SP,35,49706,São José do Rio Pardo,51668
SP,35,49805,São José do Rio Preto,475643
SP,35,49904,São José dos Campos,725419
SP,35,49953,São Lourenço da Serra,15992
SP,35,50001,São Luiz do Paraitinga,10181
SP,35,50100,São Manuel,39467
SP,35,50209,São Miguel Arcanjo,32062
SP,35,50308,São Paulo,12200180
SP,35,50407,São Pedro,38991
SP,35,50506,São Pedro do Turvo,7155
SP,35,50605,São Roque,85848
SP,35,50704,São Sebastião,87939
SP,35,50803,São Sebastião da Grama,10023
SP,35,50902,São Simão,13374
SP,35,51009,São Vicente,334632
SP,35,51108,Sarapuí,10334
SP,35,51207,Sarutaiá,3713
SP,35,51306,Sebastianópolis do Sul,3184
SP,35,51405,Serra Azul,10429
SP,35,51504,Serrana,44495
SP,35,51603,Serra Negra,29915
SP,35,51702,Sertãozinho,127670
SP,35,51801,Sete Barras,13694
SP,35,51900,Severínia,14020
SP,35,52007,Silveiras,6169
SP,35,52106,Socorro,40323
SP,35,52205,Sorocaba,738128
SP,35,52304,Sud Mennucci,6997
SP,35,52403,Sumaré,294128
SP,35,52502,Suzano,330710
SP,35,52551,Suzanápolis,3315
SP,35,52601,Tabapuã,11323
SP,35,52700,Tabatinga,14585
SP,35,52809,Taboão da Serra,283419
SP,35,52908,Taciba,6243
SP,35,53005,Taguaí,12637
SP,35,53104,Taiaçu,5677
SP,35,53203,Taiúva,6549
SP,35,53302,Tambaú,21475
SP,35,53401,Tanabi,25370
SP,35,53500,Tapiraí,7987
SP,35,53609,Tapiratiba,11730
SP,35,53658,Taquaral,2620
SP,35,53708,Taquaritinga,51833
SP,35,53807,Taquarituba,24366
SP,35,53856,Taquarivaí,7057
SP,35,53906,Tarabai,6535
SP,35,53955,Tarumã,14899
SP,35,54003,Tatuí,122991
SP,35,54102,Taubaté,311912
SP,35,54201,Tejupá,4139
SP,35,54300,Teodoro Sampaio,22217
SP,35,54409,Terra Roxa,7903
SP,35,54508,Tietê,38336
SP,35,54607,Timburi,2434
SP,35,54656,Torre de Pedra,2044
SP,35,54706,Torrinha,9303
SP,35,54755,Trabiju,1729
SP,35,54805,Tremembé,51489
SP,35,54904,Três Fronteiras,6802
SP,35,54953,Tuiuti,6831
SP,35,55000,Tupã,63551
SP,35,55109,Tupi Paulista,15839
SP,35,55208,Turiúba,1798
SP,35,55307,Turmalina,1689
SP,35,55356,Ubarana,5365
SP,35,55406,Ubatuba,97382
SP,35,55505,Ubirajara,5124
SP,35,55604,Uchoa,10067
SP,35,55703,União Paulista,1535
SP,35,55802,Urânia,8840
SP,35,55901,Uru,1387
SP,35,56008,Urupês,13540
SP,35,56107,Valentim Gentil,14132
SP,35,56206,Valinhos,132846
SP,35,56305,Valparaíso,23775
SP,35,56354,Vargem,9948
SP,35,56404,Vargem Grande do Sul,39539
SP,35,56453,Vargem Grande Paulista,53777
SP,35,56503,Várzea Paulista,125054
SP,35,56602,Vera Cruz,10194
SP,35,56701,Vinhedo,82029
SP,35,56800,Viradouro,17413
SP,35,56909,Vista Alegre do Alto,8108
SP,35,56958,Vitória Brasil,1796
SP,35,57006,Votorantim,137319
SP,35,57105,Votuporanga,96795
SP,35,57154,Zacarias,2680
SP,35,57204,Chavantes,12090
SP,35,57303,Estiva Gerbi,11394
PR,41,00103,Abatiá,7321
PR,41,00202,Adrianópolis,8556
PR,41,00301,Agudos do Sul,10092
PR,41,00400,Almirante Tamandaré,122032
PR,41,00459,Altamira do Paraná,3435
PR,41,00509,Altônia,18735
PR,41,00608,Alto Paraná,13897
PR,41,00707,Alto Piquiri,9646
PR,41,00806,Alvorada do Sul,11672
PR,41,00905,Amaporã,4765
PR,41,01002,Ampére,19506
PR,41,01051,Anahy,3107
PR,41,01101,Andirá,20234
PR,41,01150,Ângulo,3447
PR,41,01200,Antonina,17261
PR,41,01309,Antônio Olinto,6520
PR,41,01408,Apucarana,135969
PR,41,01507,Arapongas,118573
PR,41,01606,Arapoti,25541
PR,41,01655,Arapuã,3537
PR,41,01705,Araruna,14520
PR,41,01804,Araucária,166699
PR,41,01853,Ariranha do Ivaí,2340
PR,41,01903,Assaí,17628
PR,41,02000,Assis Chateaubriand,36400
PR,41,02109,Astorga,25477
PR,41,02208,Atalaia,3978
PR,41,02307,Balsa Nova,14608
PR,41,02406,Bandeirantes,31309
PR,41,02505,Barbosa Ferraz,10766
PR,41,02604,Barracão,9886
PR,41,02703,Barra do Jacaré,3022
PR,41,02752,Bela Vista da Caroba,3416
PR,41,02802,Bela Vista do Paraíso,14789
PR,41,02901,Bituruna,15443
PR,41,03008,Boa Esperança,4552
PR,41,03024,Boa Esperança do Iguaçu,2411
PR,41,03040,Boa Ventura de São Roque,6347
PR,41,03057,Boa Vista da Aparecida,7876
PR,41,03107,Bocaiúva do Sul,16292
PR,41,03156,Bom Jesus do Sul,3942
PR,41,03206,Bom Sucesso,6583
PR,41,03222,Bom Sucesso do Sul,3540
PR,41,03305,Borrazópolis,7706
PR,41,03354,Braganey,5212
PR,41,03370,Brasilândia do Sul,3703
PR,41,03404,Cafeara,2620
PR,41,03453,Cafelândia,18262
PR,41,03479,Cafezal do Sul,4474
PR,41,03503,Califórnia,9438
PR,41,03602,Cambará,23956
PR,41,03701,Cambé,107220
PR,41,03800,Cambira,10482
PR,41,03909,Campina da Lagoa,15737
PR,41,03958,Campina do Simão,3937
PR,41,04006,Campina Grande do Sul,52083
PR,41,04055,Campo Bonito,4266
PR,41,04105,Campo do Tenente,7583
PR,41,04204,Campo Largo,144165
PR,41,04253,Campo Magro,31678
PR,41,04303,Campo Mourão,99170
PR,41,04402,Cândido de Abreu,16727
PR,41,04428,Candói,14922
PR,41,04451,Cantagalo,10589
PR,41,04501,Capanema,19205
PR,41,04600,Capitão Leônidas Marques,14644
PR,41,04659,Carambeí,23386
PR,41,04709,Carlópolis,16908
PR,41,04808,Cascavel,350644
PR,41,04907,Castro,75956
PR,41,05003,Catanduvas,11246
PR,41,05102,Centenário do Sul,10836
PR,41,05201,Cerro Azul,16145
PR,41,05300,Céu Azul,11081
PR,41,05409,Chopinzinho,21646
PR,41,05508,Cianorte,82232
PR,41,05607,Cidade Gaúcha,11467
PR,41,05706,Clevelândia,17321
PR,41,05805,Colombo,238780
PR,41,05904,Colorado,22902
PR,41,06001,Congonhinhas,8336
PR,41,06100,Conselheiro Mairinck,4354
PR,41,06209,Contenda,17435
PR,41,06308,Corbélia,17466
PR,41,06407,Cornélio Procópio,44599
PR,41,06456,Coronel Domingos Soares,7007
PR,41,06506,Coronel Vivida,26413
PR,41,06555,Corumbataí do Sul,3752
PR,41,06571,Cruzeiro do Iguaçu,4137
PR,41,06605,Cruzeiro do Oeste,23852
PR,41,06704,Cruzeiro do Sul,4495
PR,41,06803,Cruz Machado,15993
PR,41,06852,Cruzmaltina,3150
PR,41,06902,Curitiba,1871789
PR,41,07009,Curiúva,13272
PR,41,07108,Diamante do Norte,5151
PR,41,07124,Diamante do Sul,3173
PR,41,07157,Diamante D'Oeste,5106
PR,41,07207,Dois Vizinhos,44828
PR,41,07256,Douradina,9168
PR,41,07306,Doutor Camargo,6290
PR,41,07405,Enéas Marques,5995
PR,41,07504,Engenheiro Beltrão,12444
PR,41,07520,Esperança Nova,1845
PR,41,07538,Entre Rios do Oeste,4511
PR,41,07546,Espigão Alto do Iguaçu,5915
PR,41,07553,Farol,3052
PR,41,07603,Faxinal,16338
PR,41,07652,Fazenda Rio Grande,167315
PR,41,07702,Fênix,4492
PR,41,07736,Fernandes Pinheiro,6288
PR,41,07751,Figueira,8064
PR,41,07801,Floraí,6569
PR,41,07850,Flor da Serra do Sul,4230
PR,41,07900,Floresta,11559
PR,41,08007,Florestópolis,11475
PR,41,08106,Flórida,2651
PR,41,08205,Formosa do Oeste,7641
PR,41,08304,Foz do Iguaçu,286323
PR,41,08320,Francisco Alves,8141
PR,41,08403,Francisco Beltrão,96622
PR,41,08452,Foz do Jordão,4845
PR,41,08502,General Carneiro,11053
PR,41,08551,Godoy Moreira,2977
PR,41,08601,Goioerê,28470
PR,41,08650,Goioxim,6570
PR,41,08700,Grandes Rios,5625
PR,41,08809,Guaíra,31971
PR,41,08908,Guairaçá,6582
PR,41,08957,Guamiranga,7856
PR,41,09005,Guapirama,4627
PR,41,09104,Guaporema,2186
PR,41,09203,Guaraci,4751
PR,41,09302,Guaraniaçu,14398
PR,41,09401,Guarapuava,190342
PR,41,09500,Guaraqueçaba,7446
PR,41,09609,Guaratuba,42801
PR,41,09658,Honório Serpa,5471
PR,41,09708,Ibaiti,30943
PR,41,09757,Ibema,6218
PR,41,09807,Ibiporã,54917
PR,41,09906,Icaraíma,8992
PR,41,10003,Iguaraçu,5478
PR,41,10052,Iguatu,2142
PR,41,10078,Imbaú,11619
PR,41,10102,Imbituva,29893
PR,41,10201,Inácio Martins,10776
PR,41,10300,Inajá,2529
PR,41,10409,Indianópolis,4223
PR,41,10508,Ipiranga,14230
PR,41,10607,Iporã,15730
PR,41,10656,Iracema do Oeste,2347
PR,41,10706,Irati,59253
PR,41,10805,Iretama,10681
PR,41,10904,Itaguajé,4489
PR,41,10953,Itaipulândia,10909
PR,41,11001,Itambaracá,5920
PR,41,11100,Itambé,6734
PR,41,11209,Itapejara d'Oeste,13177
PR,41,11258,Itaperuçu,31843
PR,41,11308,Itaúna do Sul,3566
PR,41,11407,Ivaí,13142
PR,41,11506,Ivaiporã,32604
PR,41,11555,Ivaté,6771
PR,41,11605,Ivatuba,2786
PR,41,11704,Jaboti,5425
PR,41,11803,Jacarezinho,40356
PR,41,11902,Jaguapitã,15193
PR,41,12009,Jaguariaíva,35527
PR,41,12108,Jandaia do Sul,23006
PR,41,12207,Janiópolis,5862
PR,41,12306,Japira,4971
PR,41,12405,Japurá,9127
PR,41,12504,Jardim Alegre,12070
PR,41,12603,Jardim Olinda,1280
PR,41,12702,Jataizinho,11857
PR,41,12751,Jesuítas,10508
PR,41,12801,Joaquim Távora,11870
PR,41,12900,Jundiaí do Sul,3446
PR,41,12959,Juranda,7773
PR,41,13007,Jussara,7477
PR,41,13106,Kaloré,4579
PR,41,13205,Lapa,45620
PR,41,13254,Laranjal,5628
PR,41,13304,Laranjeiras do Sul,31953
PR,41,13403,Leópolis,3940
PR,41,13429,Lidianópolis,3936
PR,41,13452,Lindoeste,5147
PR,41,13502,Loanda,23149
PR,41,13601,Lobato,4600
PR,41,13700,Londrina,588125
PR,41,13734,Luiziana,6711
PR,41,13759,Lunardelli,5027
PR,41,13809,Lupionópolis,4812
PR,41,13908,Mallet,13378
PR,41,14005,Mamborê,13404
PR,41,14104,Mandaguaçu,31544
PR,41,14203,Mandaguari,36827
PR,41,14302,Mandirituba,33795
PR,41,14351,Manfrinópolis,2775
PR,41,14401,Mangueirinha,17287
PR,41,14500,Manoel Ribas,13702
PR,41,14609,Marechal Cândido Rondon,56530
PR,41,14708,Maria Helena,5872
PR,41,14807,Marialva,47028
PR,41,14906,Marilândia do Sul,9757
PR,41,15002,Marilena,7220
PR,41,15101,Mariluz,9846
PR,41,15200,Maringá,454146
PR,41,15309,Mariópolis,6356
PR,41,15358,Maripá,6639
PR,41,15408,Marmeleiro,15873
PR,41,15457,Marquinho,4348
PR,41,15507,Marumbi,4700
PR,41,15606,Matelândia,18472
PR,41,15705,Matinhos,39212
PR,41,15739,Mato Rico,3279
PR,41,15754,Mauá da Serra,8937
PR,41,15804,Medianeira,54390
PR,41,15853,Mercedes,5945
PR,41,15903,Mirador,2240
PR,41,16000,Miraselva,1965
PR,41,16059,Missal,12951
PR,41,16109,Moreira Sales,11170
PR,41,16208,Morretes,18396
PR,41,16307,Munhoz de Melo,3937
PR,41,16406,Nossa Senhora das Graças,3677
PR,41,16505,Nova Aliança do Ivaí,1315
PR,41,16604,Nova América da Colina,3277
PR,41,16703,Nova Aurora,12848
PR,41,16802,Nova Cantu,6781
PR,41,16901,Nova Esperança,26616
PR,41,16950,Nova Esperança do Sudoeste,5592
PR,41,17008,Nova Fátima,7225
PR,41,17057,Nova Laranjeiras,14132
PR,41,17107,Nova Londrina,12911
PR,41,17206,Nova Olímpia,5834
PR,41,17214,Nova Santa Bárbara,4183
PR,41,17222,Nova Santa Rosa,8292
PR,41,17255,Nova Prata do Iguaçu,10780
PR,41,17271,Nova Tebas,6848
PR,41,17297,Novo Itacolomi,4061
PR,41,17305,Ortigueira,26078
PR,41,17404,Ourizona,3184
PR,41,17453,Ouro Verde do Oeste,6808
PR,41,17503,Paiçandu,49999
PR,41,17602,Palmas,43769
PR,41,17701,Palmeira,36384
PR,41,17800,Palmital,13080
PR,41,17909,Palotina,35063
PR,41,18006,Paraíso do Norte,13246
PR,41,18105,Paranacity,9561
PR,41,18204,Paranaguá,157043
PR,41,18303,Paranapoema,2406
PR,41,18402,Paranavaí,90969
PR,41,18451,Pato Bragado,5976
PR,41,18501,Pato Branco,94239
PR,41,18600,Paula Freitas,5616
PR,41,18709,Paulo Frontin,6460
PR,41,18808,Peabiru,13345
PR,41,18857,Perobal,7132
PR,41,18907,Pérola,11885
